candidate_id,patent_id,patent_title,stakeholder_id,stakeholder_name,situation_id,situation_name,context_id,context_name
OTB094-N-S5-C4,OTB094,電磁指紋による真贋判定,S5,制度・社会影響主体,N,生活関連サービス業・娯楽業,C4,継続・適応
OTB094-N-S5-C5,OTB094,電磁指紋による真贋判定,S5,制度・社会影響主体,N,生活関連サービス業・娯楽業,C5,関係・共創
OTB094-N-S5-C6,OTB094,電磁指紋による真贋判定,S5,制度・社会影響主体,N,生活関連サービス業・娯楽業,C6,社会・資源・継承
OTB094-O-S1-C1,OTB094,電磁指紋による真贋判定,S1,技術提供・事業化主体,O,教育・学習支援業,C1,証拠・信頼
OTB094-O-S1-C2,OTB094,電磁指紋による真贋判定,S1,技術提供・事業化主体,O,教育・学習支援業,C2,可視化・判断
OTB094-O-S1-C3,OTB094,電磁指紋による真贋判定,S1,技術提供・事業化主体,O,教育・学習支援業,C3,人・能力
OTB094-O-S1-C4,OTB094,電磁指紋による真贋判定,S1,技術提供・事業化主体,O,教育・学習支援業,C4,継続・適応
OTB094-O-S1-C5,OTB094,電磁指紋による真贋判定,S1,技術提供・事業化主体,O,教育・学習支援業,C5,関係・共創
OTB094-O-S1-C6,OTB094,電磁指紋による真贋判定,S1,技術提供・事業化主体,O,教育・学習支援業,C6,社会・資源・継承
OTB094-O-S2-C1,OTB094,電磁指紋による真贋判定,S2,導入・評価・意思決定主体,O,教育・学習支援業,C1,証拠・信頼
OTB094-O-S2-C2,OTB094,電磁指紋による真贋判定,S2,導入・評価・意思決定主体,O,教育・学習支援業,C2,可視化・判断
OTB094-O-S2-C3,OTB094,電磁指紋による真贋判定,S2,導入・評価・意思決定主体,O,教育・学習支援業,C3,人・能力
OTB094-O-S2-C4,OTB094,電磁指紋による真贋判定,S2,導入・評価・意思決定主体,O,教育・学習支援業,C4,継続・適応
OTB094-O-S2-C5,OTB094,電磁指紋による真贋判定,S2,導入・評価・意思決定主体,O,教育・学習支援業,C5,関係・共創
OTB094-O-S2-C6,OTB094,電磁指紋による真贋判定,S2,導入・評価・意思決定主体,O,教育・学習支援業,C6,社会・資源・継承
OTB094-O-S3-C1,OTB094,電磁指紋による真贋判定,S3,現場運用・維持主体,O,教育・学習支援業,C1,証拠・信頼
OTB094-O-S3-C2,OTB094,電磁指紋による真贋判定,S3,現場運用・維持主体,O,教育・学習支援業,C2,可視化・判断
OTB094-O-S3-C3,OTB094,電磁指紋による真贋判定,S3,現場運用・維持主体,O,教育・学習支援業,C3,人・能力
OTB094-O-S3-C4,OTB094,電磁指紋による真贋判定,S3,現場運用・維持主体,O,教育・学習支援業,C4,継続・適応
OTB094-O-S3-C5,OTB094,電磁指紋による真贋判定,S3,現場運用・維持主体,O,教育・学習支援業,C5,関係・共創
OTB094-O-S3-C6,OTB094,電磁指紋による真贋判定,S3,現場運用・維持主体,O,教育・学習支援業,C6,社会・資源・継承
OTB094-O-S4-C1,OTB094,電磁指紋による真贋判定,S4,顧客・価値受領主体,O,教育・学習支援業,C1,証拠・信頼
OTB094-O-S4-C2,OTB094,電磁指紋による真贋判定,S4,顧客・価値受領主体,O,教育・学習支援業,C2,可視化・判断
OTB094-O-S4-C3,OTB094,電磁指紋による真贋判定,S4,顧客・価値受領主体,O,教育・学習支援業,C3,人・能力
OTB094-O-S4-C4,OTB094,電磁指紋による真贋判定,S4,顧客・価値受領主体,O,教育・学習支援業,C4,継続・適応
OTB094-O-S4-C5,OTB094,電磁指紋による真贋判定,S4,顧客・価値受領主体,O,教育・学習支援業,C5,関係・共創
OTB094-O-S4-C6,OTB094,電磁指紋による真贋判定,S4,顧客・価値受領主体,O,教育・学習支援業,C6,社会・資源・継承
OTB094-O-S5-C1,OTB094,電磁指紋による真贋判定,S5,制度・社会影響主体,O,教育・学習支援業,C1,証拠・信頼
OTB094-O-S5-C2,OTB094,電磁指紋による真贋判定,S5,制度・社会影響主体,O,教育・学習支援業,C2,可視化・判断
OTB094-O-S5-C3,OTB094,電磁指紋による真贋判定,S5,制度・社会影響主体,O,教育・学習支援業,C3,人・能力
OTB094-O-S5-C4,OTB094,電磁指紋による真贋判定,S5,制度・社会影響主体,O,教育・学習支援業,C4,継続・適応
OTB094-O-S5-C5,OTB094,電磁指紋による真贋判定,S5,制度・社会影響主体,O,教育・学習支援業,C5,関係・共創
OTB094-O-S5-C6,OTB094,電磁指紋による真贋判定,S5,制度・社会影響主体,O,教育・学習支援業,C6,社会・資源・継承
OTB094-P-S1-C1,OTB094,電磁指紋による真贋判定,S1,技術提供・事業化主体,P,医療・福祉,C1,証拠・信頼
OTB094-P-S1-C2,OTB094,電磁指紋による真贋判定,S1,技術提供・事業化主体,P,医療・福祉,C2,可視化・判断
OTB094-P-S1-C3,OTB094,電磁指紋による真贋判定,S1,技術提供・事業化主体,P,医療・福祉,C3,人・能力
OTB094-P-S1-C4,OTB094,電磁指紋による真贋判定,S1,技術提供・事業化主体,P,医療・福祉,C4,継続・適応
OTB094-P-S1-C5,OTB094,電磁指紋による真贋判定,S1,技術提供・事業化主体,P,医療・福祉,C5,関係・共創
OTB094-P-S1-C6,OTB094,電磁指紋による真贋判定,S1,技術提供・事業化主体,P,医療・福祉,C6,社会・資源・継承
OTB094-P-S2-C1,OTB094,電磁指紋による真贋判定,S2,導入・評価・意思決定主体,P,医療・福祉,C1,証拠・信頼
OTB094-P-S2-C2,OTB094,電磁指紋による真贋判定,S2,導入・評価・意思決定主体,P,医療・福祉,C2,可視化・判断
OTB094-P-S2-C3,OTB094,電磁指紋による真贋判定,S2,導入・評価・意思決定主体,P,医療・福祉,C3,人・能力
OTB094-P-S2-C4,OTB094,電磁指紋による真贋判定,S2,導入・評価・意思決定主体,P,医療・福祉,C4,継続・適応
OTB094-P-S2-C5,OTB094,電磁指紋による真贋判定,S2,導入・評価・意思決定主体,P,医療・福祉,C5,関係・共創
OTB094-P-S2-C6,OTB094,電磁指紋による真贋判定,S2,導入・評価・意思決定主体,P,医療・福祉,C6,社会・資源・継承
OTB094-P-S3-C1,OTB094,電磁指紋による真贋判定,S3,現場運用・維持主体,P,医療・福祉,C1,証拠・信頼
OTB094-P-S3-C2,OTB094,電磁指紋による真贋判定,S3,現場運用・維持主体,P,医療・福祉,C2,可視化・判断
OTB094-P-S3-C3,OTB094,電磁指紋による真贋判定,S3,現場運用・維持主体,P,医療・福祉,C3,人・能力
OTB094-P-S3-C4,OTB094,電磁指紋による真贋判定,S3,現場運用・維持主体,P,医療・福祉,C4,継続・適応
OTB094-P-S3-C5,OTB094,電磁指紋による真贋判定,S3,現場運用・維持主体,P,医療・福祉,C5,関係・共創
OTB094-P-S3-C6,OTB094,電磁指紋による真贋判定,S3,現場運用・維持主体,P,医療・福祉,C6,社会・資源・継承
OTB094-P-S4-C1,OTB094,電磁指紋による真贋判定,S4,顧客・価値受領主体,P,医療・福祉,C1,証拠・信頼
OTB094-P-S4-C2,OTB094,電磁指紋による真贋判定,S4,顧客・価値受領主体,P,医療・福祉,C2,可視化・判断
OTB094-P-S4-C3,OTB094,電磁指紋による真贋判定,S4,顧客・価値受領主体,P,医療・福祉,C3,人・能力
OTB094-P-S4-C4,OTB094,電磁指紋による真贋判定,S4,顧客・価値受領主体,P,医療・福祉,C4,継続・適応
OTB094-P-S4-C5,OTB094,電磁指紋による真贋判定,S4,顧客・価値受領主体,P,医療・福祉,C5,関係・共創
OTB094-P-S4-C6,OTB094,電磁指紋による真贋判定,S4,顧客・価値受領主体,P,医療・福祉,C6,社会・資源・継承
OTB094-P-S5-C1,OTB094,電磁指紋による真贋判定,S5,制度・社会影響主体,P,医療・福祉,C1,証拠・信頼
OTB094-P-S5-C2,OTB094,電磁指紋による真贋判定,S5,制度・社会影響主体,P,医療・福祉,C2,可視化・判断
OTB094-P-S5-C3,OTB094,電磁指紋による真贋判定,S5,制度・社会影響主体,P,医療・福祉,C3,人・能力
OTB094-P-S5-C4,OTB094,電磁指紋による真贋判定,S5,制度・社会影響主体,P,医療・福祉,C4,継続・適応
OTB094-P-S5-C5,OTB094,電磁指紋による真贋判定,S5,制度・社会影響主体,P,医療・福祉,C5,関係・共創
OTB094-P-S5-C6,OTB094,電磁指紋による真贋判定,S5,制度・社会影響主体,P,医療・福祉,C6,社会・資源・継承
OTB094-Q-S1-C1,OTB094,電磁指紋による真贋判定,S1,技術提供・事業化主体,Q,複合サービス事業,C1,証拠・信頼
OTB094-Q-S1-C2,OTB094,電磁指紋による真贋判定,S1,技術提供・事業化主体,Q,複合サービス事業,C2,可視化・判断
OTB094-Q-S1-C3,OTB094,電磁指紋による真贋判定,S1,技術提供・事業化主体,Q,複合サービス事業,C3,人・能力
OTB094-Q-S1-C4,OTB094,電磁指紋による真贋判定,S1,技術提供・事業化主体,Q,複合サービス事業,C4,継続・適応
OTB094-Q-S1-C5,OTB094,電磁指紋による真贋判定,S1,技術提供・事業化主体,Q,複合サービス事業,C5,関係・共創
OTB094-Q-S1-C6,OTB094,電磁指紋による真贋判定,S1,技術提供・事業化主体,Q,複合サービス事業,C6,社会・資源・継承
OTB094-Q-S2-C1,OTB094,電磁指紋による真贋判定,S2,導入・評価・意思決定主体,Q,複合サービス事業,C1,証拠・信頼
OTB094-Q-S2-C2,OTB094,電磁指紋による真贋判定,S2,導入・評価・意思決定主体,Q,複合サービス事業,C2,可視化・判断
OTB094-Q-S2-C3,OTB094,電磁指紋による真贋判定,S2,導入・評価・意思決定主体,Q,複合サービス事業,C3,人・能力
OTB094-Q-S2-C4,OTB094,電磁指紋による真贋判定,S2,導入・評価・意思決定主体,Q,複合サービス事業,C4,継続・適応
OTB094-Q-S2-C5,OTB094,電磁指紋による真贋判定,S2,導入・評価・意思決定主体,Q,複合サービス事業,C5,関係・共創
OTB094-Q-S2-C6,OTB094,電磁指紋による真贋判定,S2,導入・評価・意思決定主体,Q,複合サービス事業,C6,社会・資源・継承
OTB094-Q-S3-C1,OTB094,電磁指紋による真贋判定,S3,現場運用・維持主体,Q,複合サービス事業,C1,証拠・信頼
OTB094-Q-S3-C2,OTB094,電磁指紋による真贋判定,S3,現場運用・維持主体,Q,複合サービス事業,C2,可視化・判断
OTB094-Q-S3-C3,OTB094,電磁指紋による真贋判定,S3,現場運用・維持主体,Q,複合サービス事業,C3,人・能力
OTB094-Q-S3-C4,OTB094,電磁指紋による真贋判定,S3,現場運用・維持主体,Q,複合サービス事業,C4,継続・適応
OTB094-Q-S3-C5,OTB094,電磁指紋による真贋判定,S3,現場運用・維持主体,Q,複合サービス事業,C5,関係・共創
OTB094-Q-S3-C6,OTB094,電磁指紋による真贋判定,S3,現場運用・維持主体,Q,複合サービス事業,C6,社会・資源・継承
OTB094-Q-S4-C1,OTB094,電磁指紋による真贋判定,S4,顧客・価値受領主体,Q,複合サービス事業,C1,証拠・信頼
OTB094-Q-S4-C2,OTB094,電磁指紋による真贋判定,S4,顧客・価値受領主体,Q,複合サービス事業,C2,可視化・判断
OTB094-Q-S4-C3,OTB094,電磁指紋による真贋判定,S4,顧客・価値受領主体,Q,複合サービス事業,C3,人・能力
OTB094-Q-S4-C4,OTB094,電磁指紋による真贋判定,S4,顧客・価値受領主体,Q,複合サービス事業,C4,継続・適応
OTB094-Q-S4-C5,OTB094,電磁指紋による真贋判定,S4,顧客・価値受領主体,Q,複合サービス事業,C5,関係・共創
OTB094-Q-S4-C6,OTB094,電磁指紋による真贋判定,S4,顧客・価値受領主体,Q,複合サービス事業,C6,社会・資源・継承
OTB094-Q-S5-C1,OTB094,電磁指紋による真贋判定,S5,制度・社会影響主体,Q,複合サービス事業,C1,証拠・信頼
OTB094-Q-S5-C2,OTB094,電磁指紋による真贋判定,S5,制度・社会影響主体,Q,複合サービス事業,C2,可視化・判断
OTB094-Q-S5-C3,OTB094,電磁指紋による真贋判定,S5,制度・社会影響主体,Q,複合サービス事業,C3,人・能力
OTB094-Q-S5-C4,OTB094,電磁指紋による真贋判定,S5,制度・社会影響主体,Q,複合サービス事業,C4,継続・適応
OTB094-Q-S5-C5,OTB094,電磁指紋による真贋判定,S5,制度・社会影響主体,Q,複合サービス事業,C5,関係・共創
OTB094-Q-S5-C6,OTB094,電磁指紋による真贋判定,S5,制度・社会影響主体,Q,複合サービス事業,C6,社会・資源・継承
OTB094-R-S1-C1,OTB094,電磁指紋による真贋判定,S1,技術提供・事業化主体,R,サービス業（他に分類されないもの）,C1,証拠・信頼
OTB094-R-S1-C2,OTB094,電磁指紋による真贋判定,S1,技術提供・事業化主体,R,サービス業（他に分類されないもの）,C2,可視化・判断
OTB094-R-S1-C3,OTB094,電磁指紋による真贋判定,S1,技術提供・事業化主体,R,サービス業（他に分類されないもの）,C3,人・能力
OTB094-R-S1-C4,OTB094,電磁指紋による真贋判定,S1,技術提供・事業化主体,R,サービス業（他に分類されないもの）,C4,継続・適応
OTB094-R-S1-C5,OTB094,電磁指紋による真贋判定,S1,技術提供・事業化主体,R,サービス業（他に分類されないもの）,C5,関係・共創
OTB094-R-S1-C6,OTB094,電磁指紋による真贋判定,S1,技術提供・事業化主体,R,サービス業（他に分類されないもの）,C6,社会・資源・継承
OTB094-R-S2-C1,OTB094,電磁指紋による真贋判定,S2,導入・評価・意思決定主体,R,サービス業（他に分類されないもの）,C1,証拠・信頼
OTB094-R-S2-C2,OTB094,電磁指紋による真贋判定,S2,導入・評価・意思決定主体,R,サービス業（他に分類されないもの）,C2,可視化・判断
OTB094-R-S2-C3,OTB094,電磁指紋による真贋判定,S2,導入・評価・意思決定主体,R,サービス業（他に分類されないもの）,C3,人・能力
OTB094-R-S2-C4,OTB094,電磁指紋による真贋判定,S2,導入・評価・意思決定主体,R,サービス業（他に分類されないもの）,C4,継続・適応
OTB094-R-S2-C5,OTB094,電磁指紋による真贋判定,S2,導入・評価・意思決定主体,R,サービス業（他に分類されないもの）,C5,関係・共創
OTB094-R-S2-C6,OTB094,電磁指紋による真贋判定,S2,導入・評価・意思決定主体,R,サービス業（他に分類されないもの）,C6,社会・資源・継承
OTB094-R-S3-C1,OTB094,電磁指紋による真贋判定,S3,現場運用・維持主体,R,サービス業（他に分類されないもの）,C1,証拠・信頼
OTB094-R-S3-C2,OTB094,電磁指紋による真贋判定,S3,現場運用・維持主体,R,サービス業（他に分類されないもの）,C2,可視化・判断
OTB094-R-S3-C3,OTB094,電磁指紋による真贋判定,S3,現場運用・維持主体,R,サービス業（他に分類されないもの）,C3,人・能力
OTB094-R-S3-C4,OTB094,電磁指紋による真贋判定,S3,現場運用・維持主体,R,サービス業（他に分類されないもの）,C4,継続・適応
OTB094-R-S3-C5,OTB094,電磁指紋による真贋判定,S3,現場運用・維持主体,R,サービス業（他に分類されないもの）,C5,関係・共創
OTB094-R-S3-C6,OTB094,電磁指紋による真贋判定,S3,現場運用・維持主体,R,サービス業（他に分類されないもの）,C6,社会・資源・継承
OTB094-R-S4-C1,OTB094,電磁指紋による真贋判定,S4,顧客・価値受領主体,R,サービス業（他に分類されないもの）,C1,証拠・信頼
OTB094-R-S4-C2,OTB094,電磁指紋による真贋判定,S4,顧客・価値受領主体,R,サービス業（他に分類されないもの）,C2,可視化・判断
OTB094-R-S4-C3,OTB094,電磁指紋による真贋判定,S4,顧客・価値受領主体,R,サービス業（他に分類されないもの）,C3,人・能力
OTB094-R-S4-C4,OTB094,電磁指紋による真贋判定,S4,顧客・価値受領主体,R,サービス業（他に分類されないもの）,C4,継続・適応
OTB094-R-S4-C5,OTB094,電磁指紋による真贋判定,S4,顧客・価値受領主体,R,サービス業（他に分類されないもの）,C5,関係・共創
OTB094-R-S4-C6,OTB094,電磁指紋による真贋判定,S4,顧客・価値受領主体,R,サービス業（他に分類されないもの）,C6,社会・資源・継承
OTB094-R-S5-C1,OTB094,電磁指紋による真贋判定,S5,制度・社会影響主体,R,サービス業（他に分類されないもの）,C1,証拠・信頼
OTB094-R-S5-C2,OTB094,電磁指紋による真贋判定,S5,制度・社会影響主体,R,サービス業（他に分類されないもの）,C2,可視化・判断
OTB094-R-S5-C3,OTB094,電磁指紋による真贋判定,S5,制度・社会影響主体,R,サービス業（他に分類されないもの）,C3,人・能力
OTB094-R-S5-C4,OTB094,電磁指紋による真贋判定,S5,制度・社会影響主体,R,サービス業（他に分類されないもの）,C4,継続・適応
OTB094-R-S5-C5,OTB094,電磁指紋による真贋判定,S5,制度・社会影響主体,R,サービス業（他に分類されないもの）,C5,関係・共創
OTB094-R-S5-C6,OTB094,電磁指紋による真贋判定,S5,制度・社会影響主体,R,サービス業（他に分類されないもの）,C6,社会・資源・継承
OTB094-S-S1-C1,OTB094,電磁指紋による真贋判定,S1,技術提供・事業化主体,S,公務,C1,証拠・信頼
OTB094-S-S1-C2,OTB094,電磁指紋による真贋判定,S1,技術提供・事業化主体,S,公務,C2,可視化・判断
OTB094-S-S1-C3,OTB094,電磁指紋による真贋判定,S1,技術提供・事業化主体,S,公務,C3,人・能力
OTB094-S-S1-C4,OTB094,電磁指紋による真贋判定,S1,技術提供・事業化主体,S,公務,C4,継続・適応
OTB094-S-S1-C5,OTB094,電磁指紋による真贋判定,S1,技術提供・事業化主体,S,公務,C5,関係・共創
OTB094-S-S1-C6,OTB094,電磁指紋による真贋判定,S1,技術提供・事業化主体,S,公務,C6,社会・資源・継承
OTB094-S-S2-C1,OTB094,電磁指紋による真贋判定,S2,導入・評価・意思決定主体,S,公務,C1,証拠・信頼
OTB094-S-S2-C2,OTB094,電磁指紋による真贋判定,S2,導入・評価・意思決定主体,S,公務,C2,可視化・判断
OTB094-S-S2-C3,OTB094,電磁指紋による真贋判定,S2,導入・評価・意思決定主体,S,公務,C3,人・能力
OTB094-S-S2-C4,OTB094,電磁指紋による真贋判定,S2,導入・評価・意思決定主体,S,公務,C4,継続・適応
OTB094-S-S2-C5,OTB094,電磁指紋による真贋判定,S2,導入・評価・意思決定主体,S,公務,C5,関係・共創
OTB094-S-S2-C6,OTB094,電磁指紋による真贋判定,S2,導入・評価・意思決定主体,S,公務,C6,社会・資源・継承
OTB094-S-S3-C1,OTB094,電磁指紋による真贋判定,S3,現場運用・維持主体,S,公務,C1,証拠・信頼
OTB094-S-S3-C2,OTB094,電磁指紋による真贋判定,S3,現場運用・維持主体,S,公務,C2,可視化・判断
OTB094-S-S3-C3,OTB094,電磁指紋による真贋判定,S3,現場運用・維持主体,S,公務,C3,人・能力
OTB094-S-S3-C4,OTB094,電磁指紋による真贋判定,S3,現場運用・維持主体,S,公務,C4,継続・適応
OTB094-S-S3-C5,OTB094,電磁指紋による真贋判定,S3,現場運用・維持主体,S,公務,C5,関係・共創
OTB094-S-S3-C6,OTB094,電磁指紋による真贋判定,S3,現場運用・維持主体,S,公務,C6,社会・資源・継承
OTB094-S-S4-C1,OTB094,電磁指紋による真贋判定,S4,顧客・価値受領主体,S,公務,C1,証拠・信頼
OTB094-S-S4-C2,OTB094,電磁指紋による真贋判定,S4,顧客・価値受領主体,S,公務,C2,可視化・判断
OTB094-S-S4-C3,OTB094,電磁指紋による真贋判定,S4,顧客・価値受領主体,S,公務,C3,人・能力
OTB094-S-S4-C4,OTB094,電磁指紋による真贋判定,S4,顧客・価値受領主体,S,公務,C4,継続・適応
OTB094-S-S4-C5,OTB094,電磁指紋による真贋判定,S4,顧客・価値受領主体,S,公務,C5,関係・共創
OTB094-S-S4-C6,OTB094,電磁指紋による真贋判定,S4,顧客・価値受領主体,S,公務,C6,社会・資源・継承
OTB094-S-S5-C1,OTB094,電磁指紋による真贋判定,S5,制度・社会影響主体,S,公務,C1,証拠・信頼
OTB094-S-S5-C2,OTB094,電磁指紋による真贋判定,S5,制度・社会影響主体,S,公務,C2,可視化・判断
OTB094-S-S5-C3,OTB094,電磁指紋による真贋判定,S5,制度・社会影響主体,S,公務,C3,人・能力
OTB094-S-S5-C4,OTB094,電磁指紋による真贋判定,S5,制度・社会影響主体,S,公務,C4,継続・適応
OTB094-S-S5-C5,OTB094,電磁指紋による真贋判定,S5,制度・社会影響主体,S,公務,C5,関係・共創
OTB094-S-S5-C6,OTB094,電磁指紋による真贋判定,S5,制度・社会影響主体,S,公務,C6,社会・資源・継承
